timestamp,ticker,price,dividend,pe_ratio,usd_ils
2021-02-24 00:00:00,VOO,335.24,0.0,,3.65
2021-02-25 00:00:00,VOO,327.2,0.0,,3.65
2021-02-26 00:00:00,VOO,325.4,0.0,,3.65
2021-03-01 00:00:00,VOO,333.34,0.0,,3.65
2021-03-02 00:00:00,VOO,330.76,0.0,,3.65
2021-03-03 00:00:00,VOO,326.4,0.0,,3.65
2021-03-04 00:00:00,VOO,322.38,0.0,,3.65
2021-03-05 00:00:00,VOO,328.29,0.0,,3.65
2021-03-08 00:00:00,VOO,326.68,0.0,,3.65
2021-03-09 00:00:00,VOO,331.25,0.0,,3.65
2021-03-10 00:00:00,VOO,333.29,0.0,,3.65
2021-03-11 00:00:00,VOO,336.81,0.0,,3.65
2021-03-12 00:00:00,VOO,337.29,0.0,,3.65
2021-03-15 00:00:00,VOO,339.24,0.0,,3.65
2021-03-16 00:00:00,VOO,338.86,0.0,,3.65
2021-03-17 00:00:00,VOO,339.97,0.0,,3.65
2021-03-18 00:00:00,VOO,334.97,0.0,,3.65
2021-03-19 00:00:00,VOO,334.37,0.0,,3.65
2021-03-22 00:00:00,VOO,337.02,0.0,,3.65
2021-03-23 00:00:00,VOO,334.54,0.0,,3.65
2021-03-24 00:00:00,VOO,332.69,0.0,,3.65
2021-03-25 00:00:00,VOO,334.56,0.0,,3.65
2021-03-26 00:00:00,VOO,340.02,1.26,,3.65
2021-03-29 00:00:00,VOO,339.81,0.0,,3.65
2021-03-30 00:00:00,VOO,338.94,0.0,,3.65
2021-03-31 00:00:00,VOO,340.29,0.0,,3.65
2021-04-01 00:00:00,VOO,343.89,0.0,,3.65
2021-04-05 00:00:00,VOO,348.85,0.0,,3.65
2021-04-06 00:00:00,VOO,348.66,0.0,,3.65
2021-04-07 00:00:00,VOO,349.1,0.0,,3.65
2021-04-08 00:00:00,VOO,350.8,0.0,,3.65
2021-04-09 00:00:00,VOO,353.32,0.0,,3.65
2021-04-12 00:00:00,VOO,353.48,0.0,,3.65
2021-04-13 00:00:00,VOO,354.44,0.0,,3.65
2021-04-14 00:00:00,VOO,353.3,0.0,,3.65
2021-04-15 00:00:00,VOO,357.09,0.0,,3.65
2021-04-16 00:00:00,VOO,358.34,0.0,,3.65
2021-04-19 00:00:00,VOO,356.58,0.0,,3.65
2021-04-20 00:00:00,VOO,353.96,0.0,,3.65
2021-04-21 00:00:00,VOO,357.29,0.0,,3.65
2021-04-22 00:00:00,VOO,354.01,0.0,,3.65
2021-04-23 00:00:00,VOO,357.78,0.0,,3.65
2021-04-26 00:00:00,VOO,358.56,0.0,,3.65
2021-04-27 00:00:00,VOO,358.45,0.0,,3.65
2021-04-28 00:00:00,VOO,358.28,0.0,,3.65
2021-04-29 00:00:00,VOO,360.67,0.0,,3.65
2021-04-30 00:00:00,VOO,358.29,0.0,,3.65
2021-05-03 00:00:00,VOO,359.1,0.0,,3.65
2021-05-04 00:00:00,VOO,356.91,0.0,,3.65
2021-05-05 00:00:00,VOO,356.98,0.0,,3.65
2021-05-06 00:00:00,VOO,359.89,0.0,,3.65
2021-05-07 00:00:00,VOO,362.45,0.0,,3.65
2021-05-10 00:00:00,VOO,358.9,0.0,,3.65
2021-05-11 00:00:00,VOO,355.76,0.0,,3.65
2021-05-12 00:00:00,VOO,348.16,0.0,,3.65
2021-05-13 00:00:00,VOO,352.3,0.0,,3.65
2021-05-14 00:00:00,VOO,357.71,0.0,,3.65
2021-05-17 00:00:00,VOO,356.85,0.0,,3.65
2021-05-18 00:00:00,VOO,353.77,0.0,,3.65
2021-05-19 00:00:00,VOO,352.83,0.0,,3.65
2021-05-20 00:00:00,VOO,356.6,0.0,,3.65
2021-05-21 00:00:00,VOO,356.33,0.0,,3.65
2021-05-24 00:00:00,VOO,359.92,0.0,,3.65
2021-05-25 00:00:00,VOO,359.17,0.0,,3.65
2021-05-26 00:00:00,VOO,359.82,0.0,,3.65
2021-05-27 00:00:00,VOO,359.98,0.0,,3.65
2021-05-28 00:00:00,VOO,360.68,0.0,,3.65
2021-06-01 00:00:00,VOO,360.4,0.0,,3.65
2021-06-02 00:00:00,VOO,361.01,0.0,,3.65
2021-06-03 00:00:00,VOO,359.63,0.0,,3.65
2021-06-04 00:00:00,VOO,362.89,0.0,,3.65
2021-06-07 00:00:00,VOO,362.58,0.0,,3.65
2021-06-08 00:00:00,VOO,362.64,0.0,,3.65
2021-06-09 00:00:00,VOO,362.07,0.0,,3.65
2021-06-10 00:00:00,VOO,363.74,0.0,,3.65
2021-06-11 00:00:00,VOO,364.38,0.0,,3.65
2021-06-14 00:00:00,VOO,365.29,0.0,,3.65
2021-06-15 00:00:00,VOO,364.53,0.0,,3.65
2021-06-16 00:00:00,VOO,362.53,0.0,,3.65
2021-06-17 00:00:00,VOO,362.4,0.0,,3.65
2021-06-18 00:00:00,VOO,357.59,0.0,,3.65
2021-06-21 00:00:00,VOO,362.59,0.0,,3.65
2021-06-22 00:00:00,VOO,364.52,0.0,,3.65
2021-06-23 00:00:00,VOO,364.13,0.0,,3.65
2021-06-24 00:00:00,VOO,366.21,0.0,,3.65
2021-06-25 00:00:00,VOO,367.56,0.0,,3.65
2021-06-28 00:00:00,VOO,368.33,0.0,,3.65
2021-06-29 00:00:00,VOO,368.49,1.33,,3.65
2021-06-30 00:00:00,VOO,368.83,0.0,,3.65
2021-07-01 00:00:00,VOO,370.91,0.0,,3.65
2021-07-02 00:00:00,VOO,373.73,0.0,,3.65
2021-07-06 00:00:00,VOO,373.03,0.0,,3.65
2021-07-07 00:00:00,VOO,374.31,0.0,,3.65
2021-07-08 00:00:00,VOO,371.33,0.0,,3.65
2021-07-09 00:00:00,VOO,375.25,0.0,,3.65
2021-07-12 00:00:00,VOO,376.61,0.0,,3.65
2021-07-13 00:00:00,VOO,375.33,0.0,,3.65
2021-07-14 00:00:00,VOO,375.85,0.0,,3.65
2021-07-15 00:00:00,VOO,374.64,0.0,,3.65
2021-07-16 00:00:00,VOO,371.73,0.0,,3.65
